content,polarity
"Kemarin shopee udh bisa COD eh skrg ga bisa lg COD,mau dihapus aplikasinya ga akan pake shopee lg tp msh ada pesenan PO,nanti habis pesenan PO mau hapus aja deh aplikasi shopeenya,ga akan belanja lg di shopee",Negatif
"Tolong di perketat lagi masalah kurir, banyak orang yang belanja online barangnya tidak sampai. Dikarenakan kurir tidak mengirimkannya langsung ke orang bersangkutan. Pengen via COD kasian kurir nya nungguin orang buat bayar, kalau orangnya ga ad di rumah kasian kurirnya cape2 mondar2ir ngabisin bensin cuma buat ngasih paket COD. Tolong banget buat Shopee untuk di perketat lagi buat masalah Kurir nya kadang ada yang suka nakal tidak mengirimkannya.",Negatif
Baru Uninstal dan baru instal lagi. Ribet urus ini itu. Mudah mudahan tidak mengarahkan saya pada SPaylater lagi. Saya selalu menggunakan cara bayar COD. Tetapi kenapa selalu diarahkan Spaylater. Dan terlalu banyak siaran live live terus. Akun saya akun seorang nenek yang harusnya dipermudah. Bukan untuk akun siaran langsung.,Positif
"Saya kecewa selama ini download toko online lain yang ternyata penipuan,mahal,dan kurir yang kurang sopan.Eh ternyata ada aplikasi toko online yang bisa mengatasi semua itu yaitu aplikasi shopee,aplikasi shopee memberikan saya yang terbaik mulai dari kurir hingga flash sale jika di shopee saya tidak mempunyai uang saya bisa memakai voucher beli sekarang bayarnya nanti,semanjak ada nya cod cek dulu hati saya semakin tenang dalam membeli sesuatu dari shopee. Sekian:D",Positif
"Akun saya yang pertama dari bisa cod jadi SDH tidak bisa karena kelalaiannya kurir SPX, TDK ad informasi apa2 tiba2 paket SDH di kembalikan ke penjual, kemudian saya ubah ulang nmr tlpn eh... Sama juga Sdah 2x TDK ad pemberitahuan sama sekali tiba2 kurir ngk antr ke alamat foto kemari lewat aplikasi shopee pembeli TDK di tempat sementara satu org kurir sja dari spx ngk ad itu DTG di rmh. Untuk pihak shoppe gimna ni kurir anda spx cba deh....",Negatif
"Buruk apk shopy skrg sangat tidak memuaskan pelanggan sll d salahkan kita nolak paket yg gk sesuai malah cod kita di nonaktifkan d tambah kurirnya yg sukak-2 aja buka paket tanpa d antar d alamt yg d salahkan pelanggan penjual yg gk amanah d pelihara sama shopy barang klo d retur pun susah pokok nya apk skrg sangat buruk mohon berhati"" Kawan"" Belanja d shopy kebanyakan barang gk sesuai d kirim barang palsu sama penjual",Negatif
"Shoppe kenapa sihh padahal aku buat akun baru loh dan gak pernah pesan barang"" di shoppe juga loh tiba gak bisa cod selalu muncul ini terus salah aku apa coba 🙂 Layanan COD (Bayar di Tempat) untuk Penjual lokal untuk sementara tidak tersedia karena terdapat beberapa pengiriman yang gagal sebelumnya. Selalu kayak gitu:)",Negatif
"JUJUR AKU GA NGERTI KENAPA!!! dulu pas awal' download aplikasi ini karena tertarik sama barang' yang dijual selalu realpic dan gratis ongkir nya nonstop, tapiii akutuh baruuu sekaliii belanja dan itu bayar ditempat ga cod' samsek! herannya aku gabisa belanja lagi karena 'ada keterlambatan pembayaran spaylater(?)'yang dmana aku ga pernah pake itu, aslii kecewa mau pake no baru pun selalu samaa whayyyy TT aku coba uninstall dan lanjut download lagi tetep samaa KECWWAA BERATT😭🤛 pdhl pngn bngt mke",Negatif
Saya kecewa sama Shopee...karena sudah begitu banyak kita belanja tapi kayak nggak ada pertimbangan.Misal di situ di tulis BEBAS PENGEMBALIAN jadi...pas ada barang yg nggak sesuai aku kembalikan ...kebetulan 2× aku kembalikan barang yg tidak sesuai.E...tau2 pesanan berikutnya udah nggak di kasih lagi COD .Sampai skarang aku masih nggak bisa COD.Dalam hal ini mohon pertimbangan dari SHOPEE.Untuk apa juga di kasih bebas PENGEMBALIAN ...kalau ujung2nya di kasih denda berupa nggak boleh COD .,Positif
"Belanja di shoppe mmg mudah, tpi pengirimannya mengecewakan,, kurir shope ekspres di Gorontalo seenaknya saja paket diretur tanpa konfirmasi dan tdk pernah diantar ke alamat rumah, akhirnya dampaknya ke saya juga, gk bisa pakai pembayran COD.. klo gini jdi malas belanja di Shopee.. mending diadakan lagi pengiriman JNT..mereka amanah..",Negatif
"Tidak ada perlindungan sama sekali kepada seller yg tertipu layanan COD, paket dikirim, cod ga dibayar, barang dicuri, paket kembali. Sesama seller dg mudah menjatuhkan hanya dg cara melaporkan barang dagangan sepele, misal menjual keris dilaporkan sbg barang terlarang (pdhl keris adl warisan budaya yg sah diperjualbelikan), dan pemilik barang akan dg mudah oleh sope dihapus akunnya. Upload barang yg ribet perlu mencantumkan merk, pdhl batu akik tdk ada yg bermerk sama sekali.",Negatif
"Beli barang malah palsu dan pihak shoppe nya kayak kurang jelas dalam memberikan arahan dan diskusi, nyesel sih walaupun harga nya ga seberapa cuma 90k tapi produk nya palsu, padahal udah pilih cod cek dulu, tapi pas setelah di cek barang palsu eh ga bisa di kembalikan terus ini gimana coba?",Negatif
"Senang belanja di shopee sering dapat gratis ongkir dengan pembayaran cod, kalsu bisa pembayaran lewat mitra agen atau transfer bank juga dapat gratis ongkir tidak hanya cod, barang nya banyak harga lumayan ter jangkau terima kasih shopee",Positif
"Suka banget belanja di shopee, apalagi pas tanggal cantik, banyak diskonnya di tambah lagi bisa make spyletter... Bisa COD, COD cek dulu, dan masih bnyak lainnya. Semua jadi gampang.. Tinggal kunjungi toko nya pesan barang, tunggu deh kurirnya ngantar ke rumah, gak perlu cape2 ke pasar dulu, dari rumah pun bisa beli...",Positif
"Wat cari barang keperluan sehari hari sie bagus, tapi sayang saya ga bisa COD lagi, ga tau kenapa tiba tiba setiap saya mau pesan barang selalu di suruh pilih metode pembayaran, padahal setiap barang yg datang selalu saya Terima dengan baik, pembayarannya pun lancar, tidak pernah saya kembalikan barang, tapi ga papa, tinggal uninstal saja apk ini krn tanpa COD apk ini hanya sampah ponsel.",Negatif
"Kaka saya pesen ampli sampai 3 kali,di kirim barang jauh dari kata sesuai. Yang pertama di kirim bros ( lalu di tolak sama kaka saya),yang ke 2 kali di kirim casing hp ( di tolak lagi itupun sampai 2 minggu lebih,yg ke 3 lupa barangnya apa. Lalu aplikasi kaka saya gak bisa COD,pshl itu kan kesalahan penjual. Waktu itu juga di vidio sama kurirnya. Sekarang coba pesen lagi,mau tau katanya mau di kirim apa lagi. ( emang dari pihak shopee ini gimana,ko sampai ada yg kaya gitu ? Kurang ketat kah ?",Negatif
"Hati Hati pakai Spaylater apalagi kita bayar nya selalu lancar jadi incaran hacker (ytta). saya rugi 1,5juta harus bayar padahal bukan saya yg transaksi.hanya dibantu dinonaktifkan akun dan tetap harus bayar cicilan selanjutnya termasuk yg 1,5juta yg bkn saya. Niat nolong orang buat cicil pakai akun saya malah saya yg ga ketolong.cukup cod aja deh gakan aktifin paylater lagi. Kapok",Negatif
"Awalnya semuah baik baik aja dan berjalan dengan lancar, Suka banget pakai aplikasi ini untuk belanja online hingga akhirnya kecewa karna expedisi spx muncul ,Mohon untuk shopee dipertimbangkan lagi, untuk wilayah Kalimantan spx benar benar tidak amanah, barang dikirim tidak sesuai dengan estimasi,barang cod tetap customer yg pergi ambil sendiri di kantor expedisi nya, berasa nggak ada gunanya spx jadi ekspedisi, baru kali ini kecewa dan akhirnya berpindah ke toko biru",Negatif
Kadang pengiriman lemot bermasalah dengan cara pengiriman nya kadang cod bisa kadang nggak barang nya juga kadang gak sama seperti di gambar pokok e semua kurang nyaman slalu bikin kecewa terus soal kurir jga,Negatif
"Saya suka dengan aplikasi shope Bisa belanja dengan mudah, tanpa harus pergi keluar tinggal klik yang dibeli bisa belanja sesuai pilihan tanpa memilih terburu² Shope toko Oren sangat membantu pembelanjaan dengan mudah dengan menggunakan gratis ongkir..dan metode COD terimakasih",Positif
"Kenapa waktu paket udah mau nyampe GK ada kontak kurirnya, kan bagus kalo ada kontak kurirnya kayak toko sebelah.. itu aja si minusnya, semoga kedepannya di kasih kontak kurir yg lgi ngantar paket kita biar kita bisa nanyain udah sampai dimana, kasian yg pake jasa cod kalo mau ada acara mendadak jadi nungguin si kurirnya yg entah kapan nyampenya, padahal di informasi pengiriman udah menuju lokasi dari jauh² jam, alhasil nungguin dari jam 7 mlh nyampenya sore, dan rela batalin acara🤦",Negatif
"Maaf shopee saya kasih bintang 2 karna mulai tanggal 18 oktober kemarin saya tidak bisa menggunakan pembayaran COD lagi. Setiap pilih COD katanya tidak mendukung, kedepannya kalau saya tidak bisa menggunakan COD lagi akan saya hapus aplikasi shopee ini.",Negatif
"Aplikasi ini sangat bagus sekali, banyak promo dan kemudahan dalam berbelanja Pesan dari saya, ketika pesanan di retur sebanyak 1 - 3 kali sebaik nya pihak shopie jgn dulu ambil tindakan untuk menonaktif kan COD, karna barang yg di retur ini terkadang bkn dari kesalahan konsumen melain kan pesanan tidak sesuai, kurir tidak menyampaikan, bahkan pesanan saya pernah di retur oleh pihak SPX Express sementara pesanan nya belum nyampai ke saya Jadi sekali lagi tolong komfirmasi nya yg sangat penting",Positif
"Sebagai seller saya merasa dirugikan. Sebab pengembalian barang ke seller (return) yg pembayarannya sistem COD tanpa adanya bukti foto barang yg dikembalikan. Hanya notif ""sudah dikembalikan ke agen/seller"" padahal kita belum menerimanya. Tolong dirubah sistemnya.Jadi kita sebagai penjual bisa merasa nyaman aktifkan sistem COD.",Negatif
"Saat kami sklrg butuh sesuatu/barang & lagi kondisi mager....Shopee lah solusinya. Krn kami hanya CO sj & transfer/COD barang yg diinginkan sdh nyampe rmh dg aman, hrg relatif murah tp g murahan. Terima kasih Shopee atas bantuanmu, yg memudahkan kami utk belanja hemat & praktis... Smg Shopee semakin laris-manis & sll di hati pelanggannya.... aamiin😍",Positif
Shopee sekarang kacau di Terima barang gak di cantumin harga ny banyak driver Shopee dan expedisi lain saat cod sebagain tidak jujur misalnya harga 1100 bilang nya 1500. Ini gimana udah berapa kali beli cod begini mulu. Lebih baik balik lagi ke toko sebelah dah mereka menyatukan harga ny. Jadi kurir gak bisa bohong lagi. Tolong dong di perbaiki lagi.,Negatif
"sering bngt kena tipu, padahal tokonya jelas yg beli hampir 1k yg memberi nila jga bnyak video orng yg beli real semua, kok bisa gitu yg pas beli yg dtng brang murahan jauh bngt dngn hrga yg dibeli, gimna ini shopee apakah bisa diatasi kepda toko toko penipu seperti itu, soalnya saya udh sering ketipu, dan brang yg tidak dipesan pun bisa dtng dngn sendirinya pdhal tidak ada mesan dan tidak pernah cod, tiba tiba paket dtang aja krumah disuruh bayar lgi, kecewa banget sih, semoga bisa teratasi.",Negatif
"Aku gak pesen barang eh malah datang sendiri cod 900 an ribu malah Misal kalau beli barang kan ada notif detail paket,lha ini enggak,jadi aku gak bisa cancel,DEAR:SHOPEE perketat keamanan sistem shopee",Negatif
Sangat kecewa gak bisa metode bayar cod Krn prnh balikin 2 barang itu gara2 kurirnya gak sabaran blm dibukain pintu udh di tinggal aja trs dibalikin ke penjual jadinya skrg gak bisa COD lagi.. biasanya AQ beli barang seminggu 3x skrg gak prnh hampir sebulan soalnya males byar via transfer 😢😢😢,Negatif
"Dear Shopee. Baru kali ini aku kecewa dgn pelayanan kalian. Pengiriman pakai SPX, gak ada informasi ke penerima kalau paket sudah tiba. Pdhal di aplikasi tertulis sudah tiba di lokasi transit Sangkulirang. Tapi pelayanan nya tidak memberi pesan (WhatsApp) ke saya. Terus tiba2 di retur, keterlaluan sekali. Pdhal bukan COD dan barang yg sya pesan sangat saya butuhkan. Jadi saran sya, perbaiki pelayanannya agar kita sebagai konsumen puas dan gak kecewa belanja di aplikasi ini. Terimakasih.",Negatif
"Pertama kali belanja barang gak sampai, pengiriman dengan SPX. Kurir gak nge chat gak telfon tiba-tiba pesanan selesai 😓 padahal beli cash via transfer kalo cod sih bodo amat",Negatif
"Selama ini pake shopee baik2 saja , dan juga selalu Nemu seller yang amanah ... Intinya gak pernah kecewa ada harga ada rupa ... Tapi belakangan kenapa fitur COD banyak dihilangkan dari pilihan Metode Pembayaran , padahal bagi saya yg hidup di kampung fitur COD amat sangat membantu ... Tolong dong shoppe perbanyak fitur COD di semua Seller 🙏🙏🙏💛",Positif
"Aku suka belanja disini, gampang dan amanah tokonya, cuma ada sedikit masalahnya, ketika kita belanja online ternyata tokonya tidak amanah, tidak sesuai pesanan, kita tidak terima atau barangnya dikembalikan, akun kita dapat dampak, tidak bisa cod lagi padahal bukan kita yang salah, seharusnya pihak shopee memberi peringatan pada toko yang tidak amanah itu, bukan yang belanja terus tidak diberlakukan lagi codnya. Kitakan tetap bayar kalau barang sesuai pesanan. Jadi tolong pihak shopee mengerti.",Positif
"Kenapa akun saya tidak bisa menggunakan pembayaran COD? dengan alasan karena sering terdapat pembatalan pesanan? Mimin shopee yang terhormat, saya sering mendapat kiriman pesanan saya namun itdak sesuai dengan apa yang saya pesan, dan saya mengajukan pengembalian dong, tapi kenapa akun saya yang layanan pembayaran cod nya di blokir?? Kecewa saya sama shopee",Negatif
"Untuk yang akun nya belum Verifikasi hati2 nanti akun nya kayak saya gabisa di login ulang karna suruh scan barcode dari hp yg udah login, alasan yang ga masuk akal ya, lucu . Saldo saya ada 1 jt di dalamnya ludes akhirnya gabisa di ambil, sumpah bener2 trauma dan kecewa banget sama shopee, niat mau buat nabung beli hp malah gagal total, keren, makasih shopee :)",Negatif
Sangat kecewa dengan shoope kesalahan penjual malah akun saya yg di rugikan tidak bisa COD 🤮 Jelas lah dibatalkan siapa yg mau bayar / keluar duit untuk pesanan ikan hias yg sudah jadi bangkai ada2 aja kalian😏,Negatif
"Ga bisa COD katanya ada beberapa pengiriman yang gagal oleh ga diambil dari J&T, kapan ga pernah diambil? Voucher masa masih berlaku masih banyak tapi ga bisa digunain katanya udah dipake padahal belum, pernah beberapa kali balikin barang karna ga sesuai eh langsung ga bisa COD di semua toko alasan ini itu wkwk. Melindungi penjual tapi ga melindungi kami para konsumen",Negatif
Kenapa sekarang fitur COD dibatasi sih ?? Dulu belanja sampek 10 kali lewat COD bisa. Sekarang belanja 3 kali lewat COD udha gak bisa COD lagi.. Knpa jadi gini sih Shopee ini padahal Shopee ini aplikasi faforitku sekarang bnyak aturan,Negatif
"Kayanya shope, untuk shopeefoodnya harus di perbarui deh. Jangan ada minimal jumlah order. Biar bisa order dengan jumlah banyak dan pakai cod. Sy seneng order makanan di shopeefood, dpt drvernya cpt. Tapi kekurangannya gabisa order banyak klo cod",Positif
"Bisanya aku belanja dishopee bagus2 aja. Tapi ada satu kali belanja aku kecewa berat. Udah nunggu paket dari pagi sampai sora tapi paket enggak diantar, malamnya malah ditelfon sama kurir tanya alamat dan aku kasih tau. Aku kira bakal diantar, ternyata kurir cuma bilang ""maaf kak saya udah lewat itu kak dan enggak bisa putar balik"". Aku udah nunggu telfon dari kurirnya seharian dan sekalinya ditelfon malah gitu ngomongnya. Turus pas dilihat status pesanan udah dibatalin. Opsi codku dinonaktifkan",Positif
"Lumayan apk nya, bagus liat penilaiannya dan bintang yg di berikan ke setiap toko bisa di cek mantep jadi bisa lebih teliti lagi sebelum membeli dan pastinya lebih murah dan lebih sering ada free ongkir, dan untuk fitur cod cek dlunya mantap sihh jadi kita nggak khawatir di tipu sama tokonya",Positif
"Pelayanan ny. Makin lama makin g banget. Terlebih lagi kurir nya, bikin kapok belanja di sini, kmren paket saya barang nya ilang satu padahal itu barang dah saya bayar dluan, giliran cod di batalin sepihak bilang saya nolak padahal nganter aja ga, konvirmasi nganter barang juga ga. Kapok dah belanja di sini. Pas konvirmasi ma cs malah Buang2 waktu nyuruh pesan ulang, kecewa berat dah sama app ini sekaran.",Negatif
"maaf.. sdh sangat tdk membantu. kerna saya menolak barang yg tdk sesuai dgn pesanan, sy jd tdk bisa cod barang yg saya pesan besar, yg datng kecil, padahal spx nya yg nyuruh saya yg menulak, karna pesann tdk sesuai teryata beda laporannya",Negatif
"Saya merasa kecewa saat ini dengan pelayanan nya,,hanya karena saya mengembalikan barang yang tidak sesuai dengan pesanan... akhirnya metode pembayaran COD cek dulu saya diblokir selama 60 hari ..!!!saya mau pesan dan bayar COD sekarang tidak bisa ,,,,kecewa!!! Saya tidak menyangka,,,disana jelas tertulis bebas pengembalian! Masa iya saya terima Pakat pesanan yang tidak sesuai...sebodoh itu kah saya ...!?!?! jelas ini tidak sesuai dengan iklan dan layanan dalam aplikasi ini..!!! Please dech.?!?",Positif
